tanggal,pasar manis,pasar wage
2019-03-18,40000.0,34500.0
2019-03-19,40000.0,34500.0
2019-03-20,40000.0,34500.0
2019-03-21,40000.0,34500.0
2019-03-22,40000.0,34500.0
2019-03-25,40000.0,34500.0
2019-03-26,41000.0,34500.0
2019-03-27,40000.0,34500.0
2019-03-28,40000.0,39000.0
2019-03-29,47500.0,39000.0
2019-04-01,48000.0,41000.0
2019-04-02,48000.0,41000.0
2019-04-03,48095.41046679898,40081.85860594813
2019-04-04,48000.0,41000.0
2019-04-05,48000.0,45000.0
2019-04-08,48000.0,45000.0
2019-04-09,48000.0,45000.0
2019-04-10,48000.0,45000.0
2019-04-11,48000.0,45000.0
2019-04-12,48000.0,45000.0
2019-04-15,48000.0,45000.0
2019-04-16,48000.0,45000.0
2019-04-17,48006.43900275734,44999.87279569963
2019-04-18,48000.0,45000.0
2019-04-19,47965.05225101278,45000.0
2019-04-22,48000.0,45000.0
2019-04-23,48000.0,45000.0
2019-04-24,47500.0,45000.0
2019-04-25,47500.0,45000.0
2019-04-26,48000.0,45000.0
2019-04-29,43500.0,44000.0
2019-04-30,43500.0,37500.0
2019-05-01,43507.85487654725,36090.36443509563
2019-05-02,43500.0,37500.0
2019-05-03,43500.0,37500.0
2019-05-06,39000.0,37500.0
2019-05-07,39000.0,37500.0
2019-05-08,39000.0,37500.0
2019-05-09,37500.0,37000.0
2019-05-10,37500.0,37000.0
2019-05-13,37500.0,37000.0
2019-05-14,37500.0,37000.0
2019-05-15,36500.0,36000.0
2019-05-16,36500.0,36000.0
2019-05-17,36500.0,36000.0
2019-05-20,36500.0,36000.0
2019-05-21,36500.0,36000.0
2019-05-22,36500.0,33500.0
2019-05-23,35500.0,33500.0
2019-05-24,35500.0,33500.0
2019-05-27,37500.0,33500.0
2019-05-28,37500.0,33500.0
2019-05-29,37500.0,33500.0
2019-05-30,37353.22370343502,33333.26098923692
2019-05-31,37500.0,33500.0
2019-06-03,40000.0,36500.0
2019-06-04,40000.0,36500.0
2019-06-05,41451.04611553377,36630.24188241684
2019-06-06,44054.75902463713,37049.6732043115
2019-06-07,46761.32479747277,37627.32932135056
2019-06-10,45000.0,39000.0
2019-06-11,40000.0,39000.0
2019-06-12,40000.0,39000.0
2019-06-13,40000.0,39000.0
2019-06-14,40000.0,39000.0
2019-06-17,40000.0,39000.0
2019-06-18,40000.0,39000.0
2019-06-19,40000.0,39000.0
2019-06-20,40000.0,39000.0
2019-06-21,39000.0,39000.0
2019-06-24,39000.0,38000.0
2019-06-25,39000.0,38000.0
2019-06-26,39000.0,38000.0
2019-06-27,39000.0,38000.0
2019-06-28,41500.0,45000.0
2019-07-01,35500.0,40000.0
2019-07-02,35500.0,40000.0
2019-07-03,35500.0,40000.0
2019-07-04,35500.0,40000.0
2019-07-05,35000.0,40000.0
2019-07-08,35000.0,37000.0
2019-07-09,34500.0,37000.0
2019-07-10,34500.0,37000.0
2019-07-11,34500.0,37000.0
2019-07-12,34500.0,37000.0
2019-07-15,34500.0,36000.0
2019-07-16,34500.0,36000.0
2019-07-17,34500.0,33500.0
2019-07-18,35500.0,33500.0
2019-07-19,35500.0,33500.0
2019-07-22,35500.0,32500.0
2019-07-23,35000.0,32500.0
2019-07-24,32500.0,32500.0
2019-07-25,32500.0,32500.0
2019-07-26,32500.0,32500.0
2019-07-29,31000.0,31500.0
2019-07-30,31000.0,31500.0
2019-07-31,31000.0,31500.0
2019-08-01,31000.0,31500.0
2019-08-02,31000.0,31500.0
2019-08-05,31000.0,31500.0
2019-08-06,31000.0,31500.0
2019-08-07,31000.0,31500.0
2019-08-08,31000.0,31500.0
2019-08-09,31000.0,31500.0
2019-08-12,31000.0,31500.0
2019-08-13,31000.0,31500.0
2019-08-14,31000.0,31500.0
2019-08-15,31000.0,31500.0
2019-08-16,31000.0,31500.0
2019-08-19,31000.0,30500.0
2019-08-20,31000.0,30500.0
2019-08-21,31000.0,29500.0
2019-08-22,31000.0,29500.0
2019-08-23,26500.0,29500.0
2019-08-26,26500.0,26000.0
2019-08-27,24500.0,26000.0
